I 12/13,#,Level,Unit,Square,Bag,Flake portion,L(max),L(tech),W(mid length),T(mid length),T(bulb),P(w),P(t),EPA,EPA angle,Length Profile,MASS,Edge profile,Rock,P(morph),P(prep),P(prep on dorsal),P(abr),Cone,Cort,Dorsal scar pattern,Frac initiation point,Type,Termination,Twisted,Photo,Notes
,102,rfs,136,i13,24,complete,32.25,32.25,19.72,10.79,12.96,10.61,5.28,4.94,101.1690046,0.5,,Other,Agate,Oval/triangular (D3),None (plain),None (A1);,None,Hertzian cone present,11-40%,NA,Expressed and centered on the platform, B6,Feather,yes,,
,103,rfs,136,i13,24,lateral,24.54,24.54,9.6,3.35,4.2,lateral,lateral,NA,#VALUE!,0.2,,Broken,Chert,Broken / fissured,None (plain),short hinged removals (A2),None,Hertzian cone absent,0,NA,Non-expressed, B1,Hinge,NA,,
,104,rfs,136,i13,24,complete,23.99,23.99,21.81,4.58,5.56,3.89,2.59,3.82,86.51098032,1,,Ovoid,Chert,Oval/triangular (D3),Faceted (bulb negatives are present),short hinged removals (A2),Slight,Hertzian cone present,0,Sub-centripetal,Expressed and centered on the platform, B1,Axial,no,,
,105,rfs,136,i13,25,proximal,,,,,1.89,5.55,1.68,1.67,44.71767629,0,,Paralell,Dyke material,Broken / fissured,Other,None (A1);,Other,Hertzian cone absent,0,Unidirectional-parallel A,Non-expressed, B6,Broken,no,,
,106,rfs,136,i13,26,medial,,,,,,,,,0,,,Paralell,Chert,,,,,,0,Unidirectional-parallel A,,,,no,,medial sections
,107,rfs,136,i13,26,medial,,,,,,,,,0,,,Paralell,Agate,,,,,,0,Unidirectional-parallel A,,,,no,,medial sections
,108,rfs,136,i13,27,complete,28.04,28.05,10.91,3.92,5.66,10.44,5.16,3.67,84.22343519,1,,Paralell,Chert,Quadrangular or wide trapezoidal (D5),Dihedral,None (A1);,None,Hertzian cone present,0,Unidirectional-parallel A,Expressed and centered on the platform,Core mainteNAnce flake,Hinge,no,,
,109,rfs,136,i13,28,complete,37.44,37.44,8.64,3.33,4.09,8.8,3.62,3.47,81.03968507,4,,Paralell,Chert,Quadrangular or wide trapezoidal (D5),None (plain),None (A1);,None,Hertzian cone present,0,Orthogonal/crossed,Expressed and lateralized on the platform,A1,Axial,yes,,
MOS,110,mos,130,i12,29,proximal but nearly complete,26.83,20.89,20.88,10.26,6.21,19.22,5.46,3.11,74.90494111,1,,Paralell,Hornfels,Quadrangular or wide trapezoidal (D5),None (plain),short hinged removals (A2),Slight,Hertzian cone present,0,NA,Expressed and centered on the platform, B1,Broken,yes,,
,111,mos,130,i12,30,complete,12.25,11.11,7.46,1.58,2.09,4.13,2.05,2.24,57.77316353,0.1,,Paralell,Dyke material,Oval/triangular (D3),None (plain),None (A1);,Slight,Hertzian cone present,0,NA,Expressed and centered on the platform, B1,Hinge,no,,
,112,mos,130,i12,31,lateral,,,,,3.01,5.93,2.03,2.56,64.46629583,0.2,,Broken,Dyke material,Oval/triangular (D3),None (plain),None (A1);,None,lipped,0,NA,Expressed and lateralized on the platform, B1,Broken,no,,
,113,mos,130,i12,32,proximal,,,,,4.06,9.62,3.81,4.27,92.88825106,0,,Broken,Chalcedony,Quadrangular or wide trapezoidal (D5),None (plain),short hinged removals (A2),None,Sheared bulb,0,Bidirectional/opposed,Non-expressed, B1,Feather,no,,
,114,mos,130,i12,32,proximal,,,,,1.23,3.53,0.86,NA,#VALUE!,0.1,,Broken,Chert,Narrow linear (D2),None (plain),short hinged removals (A2),None,Hertzian cone absent,11-40%,NA,Non-expressed, B6,Broken,NA,,pot lid where bulb should be
,115,mos,130,i12,32,proximal,,,,,1.44,2.9,0.81,NA,#VALUE!,0.1,,Broken,Chalcedony,Crushed,Reduced to an edge,short hinged removals (A2),None,Hertzian cone present,0,NA,Expressed and centered on the platform, B1,Broken,NA,,
,116,mos,130,i12,32,proximal,,,,,1.97,2.06,0.91,1.1,30.31909236,0.1,,Broken,Chert,Oval/triangular (D3),None (plain),None (A1);,None,Sheared bulb,0,Unidirectional-parallel A,Non-expressed, B1,Bipolar ,no,,nibbling on ventral edge
,117,mos,130,i12,32,proximal,,,,,5.03,10.8,5.45,2.01,52.67762076,0,,Broken,CCS general,Oval/triangular (D3),None (plain),short hinged removals (A2),None,Hertzian cone present,0,NA,Expressed and centered on the platform, B1,Broken,NA,,
,118,mos,130,i12,32,proximal,,,,,2.8,7.79,2.07,2.3,59.0633207,0,,Broken,Chert,Oval/triangular (D3),None (plain),None (A1);,None,Hertzian cone absent,0,NA,Non-expressed, B1,Broken,NA,,
,119,mos,130,i12,32,complete,13.19,10.82,9.12,3.61,2.94,4.26,1.59,2.79,68.99308538,0.1,,Expanding,Chalcedony,Oval/triangular (D3),None (plain),short hinged removals (A2),High,Hinged bulb,0,Bidirectional/opposed,Non-expressed, B1,Axial,no,,
,120,mos,130,i12,32,proximal,,,,,3.41,7.45,1.37,NA,#VALUE!,1.5,,Broken,Chert,Crushed,Reduced to an edge,short hinged removals (A2),Very high,Sheared bulb,0,NA,Expressed and centered on the platform, B1,Broken,no,,pot lidded
,121,mos,130,i12,32,proximal,,,,,2.66,12.71,1.3,NA,#VALUE!,2,,Broken,Chert,Chapeau de gendarme,None (plain),None (A1);,None,Hertzian cone present,0,NA,Expressed and centered on the platform, B1,Broken,NA,,
,122,mos,130,i12,32,lateral,,,,,2.39,3.93,0.49,2.11,54.92219958,0,,Broken,Chert,Broken / fissured,Reduced to an edge,short hinged removals (A2),None,Hertzian cone absent,61-90%,NA,Non-expressed,A3,Broken,NA,,bipolar
,123,mos,130,i12,32,proximal but nearly complete,14.49,14.49,6.47,3.63,2.14,5.65,1.11,NA,#VALUE!,1.5,,Paralell,Chalcedony,Broken / fissured,Reduced to an edge,short hinged removals (A2),None,Hinged bulb,0,NA,Non-expressed, B1,Broken,NA,,
,124,mos,130,i12,32,proximal,,,,,3.79,7.91,3.6,4.4,94.60285746,0,,Broken,Chalcedony,Quadrangular or wide trapezoidal (D5),None (plain),None (A1);,None,Hertzian cone present,1,Unidirectional-parallel A,Expressed and centered on the platform, B1,Broken,no,,
,125,mos,130,i12,32,proximal,,,,,2.39,5.72,1.49,NA,#VALUE!,0,,Broken,Chalcedony,Missing,Reduced to an edge,short hinged removals (A2),None,Hertzian cone present,0,NA,Expressed and centered on the platform,Other,Broken,NA,,impact fracture?
,126,mos,130,i12,32,proximal,,,,,1.25,5.44,0.78,NA,#VALUE!,0,,Broken,Chert,Missing,Reduced to an edge,short hinged removals (A2),None,none,0,NA,Non-expressed,Other,Broken,no,,interesting notching
,127,mos,130,i12,32,complete,12.67,12.6,9.64,1.34,1.19,2.22,0.79,NA,#VALUE!,0,,Other,Chalcedony,Narrow linear (D2),None (plain),short hinged removals (A2),None,Hertzian cone present,0,Orthogonal/crossed,Expressed and centered on the platform, B2,Feather,yes,,
,128,mos,130,i12,32,complete,18.39,18.38,4.18,2.8,1.38,1.43,1.34,NA,#VALUE!,1,,Paralell,Chalcedony,Broken / fissured,Dihedral,None (A1);,None,none,0,Orthogonal/crossed,Non-expressed,A1,Axial,yes,,
,129,mos,134,i12,33,proximal,,,,,3.75,3.43,1.51,NA,#VALUE!,0,,Broken,Chert,Broken / fissured,Reduced to an edge,short hinged removals (A2),None,none,11-40%,Orthogonal/crossed,Non-expressed, B6,Broken,yes,,
,130,mos,134,i12,34,complete,21.61,20,8.96,2.65,2.58,4.48,2.16,2.01,52.67762076,1,,Converging,Chalcedony,Oval/triangular (D3),None (plain),short hinged removals (A2),None,Hertzian cone present,11-40%,Unidirectional-parallel A,Expressed and centered on the platform, B6,Hinge,yes,,
,131,mos,134,i12,34,proximal,,,,,2.68,4.88,1.35,NA,#VALUE!,0.1,,Broken,Chalcedony,Lunate (D4),Cortical,short hinged removals (A2),Slight,Hertzian cone present,0,NA,Expressed and centered on the platform, B1,Broken,NA,,
,132,mos,134,i12,34,complete,27,25.09,18.87,5.51,4.17,5.13,2.51,3.1,74.72685557,0.5,,Expanding,Chert,Crushed,Reduced to an edge,short hinged removals (A2),Very high,Hertzian cone present,0,Orthogonal/crossed,Expressed and centered on the platform, B1,Broken,no,,"bipolar, interesting notching on edges, heavy utilization on distal edge"
,133,mos,134,i12,34,complete,19.56,19.5,9.57,6.21,5.99,7.17,6.04,5.85,110.4773819,0,,Paralell,Chalcedony,Oval/triangular (D3),Cortical,short hinged removals (A2),High,Sheared bulb,11-40%,Unidirectional-parallel A,Non-expressed, B6,Feather,no,,bipolar
,134,mos,134,i12,34,lateral,,,,,4.01,4.21,3.62,2.06,53.80548683,0,,Broken,Chalcedony,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),Slight,Hertzian cone present,0,NA,Expressed and centered on the platform, B1,Broken,no,,"interesting retouch,backing,crushing at distal end"
,135,mos,134,i12,34,proximal,,,,,3.89,11.25,3.62,4.42,94.86181667,1,,Broken,Chert,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,None,Hertzian cone absent,11-40%,NA,Expressed and centered on the platform, B6,Broken,NA,,
,136,mos,134,i12,35,proximal,,,,,3.26,4.32,2.94,2.01,52.67762076,0,,Broken,Hornfels,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,None,lipped,0,NA,Non-expressed, B1,Broken,NA,,
,137,mos,134,i12,35,proximal but nearly complete,19.1,19.09,9.22,3.21,2.25,3.77,1.09,NA,#VALUE!,0,,Broken,Hornfels,Crushed,Reduced to an edge,None (A1);,None,Hertzian cone present,0,NA,Expressed and centered on the platform, B1,Broken,NA,,
,138,mos,134,i12,36,complete,14.66,14.9,8.98,2.65,2.71,4.07,2.03,NA,#VALUE!,0.8,,Paralell,Chalcedony,Crushed,Reduced to an edge,short hinged removals (A2),None,Hertzian cone present,0,Bidirectional/opposed,Expressed and centered on the platform, B2,Axial,no,,interesting platform on distal end
,139,mos,134,i12,36,proximal,,,,,2.09,3.93,1.61,NA,#VALUE!,0,,Broken,Chalcedony,Narrow linear (D2),None (plain),None (A1);,None,Hertzian cone present,0,NA,Expressed and centered on the platform, B1,Broken,NA,,
,140,mos,134,i12,36,complete,12.29,12.29,13.09,2.24,2.02,4.03,1.85,2.03,53.13010235,0,,Ovoid,Chalcedony,Quadrangular or wide trapezoidal (D5),None (plain),None (A1);,None,none,0,NA,Non-expressed, B1,Feather,NA,,
,141,mos,134,i12,36,complete,17.2,17.2,9.68,3.39,2.62,2.85,1.4,1.81,48.05584993,0,,Converging,Agate,Crushed,Reduced to an edge,short hinged removals (A2),None,crushed,0,NA,Non-expressed, B1,Feather,NA,,
,142,mos,134,i12,36,proximal,,,,,2.71,8.04,1.59,NA,#VALUE!,0,,Paralell,Chert,Crushed,Reduced to an edge,Other,Very high,Hinged bulb,0,Unidirectional-parallel A,Expressed and centered on the platform, B1,Broken,yes,,bipolar
,143,mos,134,i12,36,complete,9.83,9.82,8.09,0.99,1.78,6.45,1.18,NA,#VALUE!,0.2,,Ovoid,Chert,Missing,Reduced to an edge,short hinged removals (A2),Other,Hinged bulb,0,NA,Expressed and centered on the platform, B1,Feather,no,,double bulb of percussion
,144,mos,134,i12,36,proximal,,,,,1.96,4.14,0.77,NA,#VALUE!,0,,Broken,Chalcedony,Narrow linear (D2),None (plain),short hinged removals (A2),None,Hertzian cone present,0,Unidirectional-parallel A,Expressed and centered on the platform, B1,Broken,NA,,
,145,mos,134,i12,37,complete,11.43,11.43,4.79,1.22,1.24,3.49,0.47,NA,#VALUE!,0,,Paralell,Chalcedony,Crushed,Reduced to an edge,None (A1);,None,none,0,NA,Non-expressed, B1,Feather,no,,"very thin, short bladelet, non expressed platform, bulb (bipolar?punch?)"
,146,mos,134,i12,38,complete,42.59,35.05,23.38,4.7,5.72,broken,5.18,3.69,84.53332804,1.2,,Expanding,Chert,Broken / fissured,None (plain),short hinged removals (A2),High,Hertzian cone present,0,Unidirectional-parallel A,Expressed and centered on the platform, B1,Hinge,yes,,
,147,mos,134,i12,38,complete,30.91,25.35,23.52,6.66,8.78,20.42,7.95,2.51,63.45091871,0.3,,Converging,Agate,Quadrangular or wide trapezoidal (D5),None (plain),None (A1);,None,Hertzian cone present,0,Unidirectional-parallel A,Expressed and lateralized on the platform, B1,Feather,yes,,"really big bulb, heated"
,148,mos,130,i13,39,complete,19.32,17.7,13.02,3.44,3.37,8.8,3.31,2.91,71.26203006,0,,Paralell,Hornfels,Oval/triangular (D3),Faceted (bulb negatives are present),None (A1);,None,Hertzian cone present,0,NA,Expressed and lateralized on the platform, B1,Hinge,NA,,
,149,mos,130,i13,39,complete,10.05,10.05,11.16,1.45,2.48,6.05,1.17,NA,#VALUE!,1,,Other,Hornfels,Chapeau de gendarme,None (plain),None (A1);,None,lipped,0,NA,Expressed and lateralized on the platform, B1,Feather,NA,,
,150,mos,130,i13,39,complete,7.45,7.45,13.28,1.49,1.72,3.41,1.32,NA,#VALUE!,0,,Other,Hornfels,Narrow linear (D2),None (plain),short hinged removals (A2),None,Hertzian cone present,0,Unidirectional-parallel A,Non-expressed, B1,Feather,no,,
,150,mos,130,i13,40,complete,22.76,20.78,18.15,5.85,7.89,17.76,8.16,3.21,76.66264132,4,,Converging,Chert,Oval/triangular (D3),Dihedral,None (A1);,None,Hertzian cone present,0,NA,Expressed and centered on the platform, B1,Feather,no,,
,151,mos,130,i13,40,complete,25.77,19.21,18.85,4.92,3.22,8.14,2.72,3.23,77.00916452,3,,Paralell,Chalcedony,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),Slight,Hinged bulb,0,NA,Non-expressed, B2,Plunge,yes,,
,152,mos,130,i13,40,complete,27.42,26.39,13.46,3.08,1.29,3.04,0.95,NA,#VALUE!,1,,Expanding,Chert,Missing,Reduced to an edge,None (A1);,None,Sheared bulb,0,Sub-centripetal,Non-expressed, B1,Feather,no,,
,153,mos,130,i13,40,proximal but nearly complete,24.02,24.02,17.5,2.75,5.24,7.14,2.34,NA,#VALUE!,0.5,,Broken,Agate,Quadrangular or wide trapezoidal (D5),None (plain),short hinged removals (A2),None,Hertzian cone present,0,NA,Expressed and centered on the platform, B1,Broken,NA,,
,154,mos,130,i13,40,lateral,20.58,20.52,8,4.99,5.04,6.49,5.07,3.89,87.54998785,0,,Broken,Chalcedony,Oval/triangular (D3),Cortical,short hinged removals (A2),High,Hertzian cone present,61-90%,Bidirectional/opposed,Expressed and lateralized on the platform,A3,Hinge,yes,,potentially bipolar
,155,mos,130,i13,41,proximal,,,,,3.74,7.2,1.46,2.22,57.33950317,0,,Broken,Chert,Broken / fissured,None (plain),short hinged removals (A2),None,Eraillure scar,0,NA,Expressed and centered on the platform, B1,Broken,no,,
,156,mos,130,i13,41,proximal,,,,,3,6.72,1.71,2.14,55.58685482,1,,Broken,Chert,Narrow linear (D2),Cortical,None (A1);,None,Hertzian cone present,11-40%,NA,Expressed and lateralized on the platform, B6,Broken,NA,,
,157,mos,130,i13,41,proximal,,,,,1.83,3.58,1.86,2.15,55.80750931,0.5,,Broken,Chert,Oval/triangular (D3),Cortical,short hinged removals (A2),Slight,Hertzian cone present,0,Unidirectional-parallel A,Expressed and lateralized on the platform, B1,Broken,no,,
,158,mos,130,i13,41,complete,20.43,14.27,14.01,4.45,4.04,16.21,2.92,2.63,65.86898077,0,,Ovoid,Agate,Quadrangular or wide trapezoidal (D5),None (plain),None (A1);,None,lipped,0,NA,Non-expressed, B1,Feather,NA,,
,159,mos,130,i13,41,complete,14.49,14.49,15.35,4.03,6.37,9.16,5.72,NA,#VALUE!,1,,Ovoid,Chert,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,None,Hertzian cone present,0,NA,Expressed and lateralized on the platform, B1,Feather,NA,,
,160,mos,130,i13,41,complete,10.62,10.17,11.27,2.78,3.68,10.32,3.87,2.78,68.80115257,0,,Ovoid,Chert,Oval/triangular (D3),Faceted (bulb negatives are present),None (A1);,Slight,Hertzian cone present,0,NA,Expressed and lateralized on the platform, B1,Feather,NA,,
,161,mos,130,i13,41,proximal,,,,,3.68,7.95,3.69,2.94,71.81944616,0,,Broken,Agate,Broken / fissured,Dihedral,None (A1);,None,Hertzian cone present,0,Unidirectional-parallel A,Expressed and centered on the platform, B1,Broken,no,,heated
,162,mos,130,i13,41,complete,18.61,18.62,8.86,2.85,2.18,2.85,0.93,NA,#VALUE!,0,,Paralell,Chert,Crushed,Reduced to an edge,short hinged removals (A2),None,none,0,Bidirectional/opposed,Non-expressed, B1,Bipolar ,no,,clear rebound ripple marks
,163,mos,130,i13,41,complete,17.15,17.14,8.72,3.67,4.28,11.58,5.38,1.59,42.77316716,0,,Other,Chalcedony,Oval/triangular (D3),Cortical,None (A1);,None,none,0,NA,Non-expressed, B1,Feather,NA,,
,164,mos,130,i13,41,complete,13.99,13.99,11.64,4.13,4.1,10.61,3.4,4.58,96.88840503,1,,Paralell,Chalcedony,Oval/triangular (D3),None (plain),None (A1);,None,crushed,0,Bidirectional/opposed,Non-expressed,Other,Feather,NA,,clear bipolar scars on ventral
,165,mos,130,i13,41,proximal,,,,,1.9,5.7,1.45,NA,#VALUE!,0,,Broken,Hornfels,Narrow linear (D2),Faceted (bulb negatives are present),short hinged removals (A2),Slight,none,0,NA,Non-expressed, B1,Broken,no,,
,166,mos,130,i13,41,proximal,,,,,4.05,5.78,2.11,NA,#VALUE!,0,,Broken,Chalcedony,Narrow linear (D2),Cortical,None (A1);,None,Eraillure scar,0,Sub-centripetal,Expressed and centered on the platform, B1,Broken,no,,retouched on ventrals
,167,mos,130,i13,41,proximal,,,,,6.29,17,5.36,3.73,85.14857272,0,,Broken,Chert,Quadrangular or wide trapezoidal (D5),None (plain),None (A1);,Slight,Hertzian cone present,11-40%,NA,Expressed and centered on the platform, B6,Broken,NA,,
06.13.13,168,mos,130,i13,41,proximal,,,,,2.82,9.32,2.77,NA,#VALUE!,0,,Broken,Chalcedony,,Cortical,None (A1);,None,none,11-40%,NA,Non-expressed,A3,Broken,NA,,
,169,mos,130,i13,41,proximal,,,,,3.24,9.42,3.13,NA,#VALUE!,0,,Broken,Chalcedony,Oval/triangular (D3),None (plain),short hinged removals (A2),Slight,Hertzian cone present,0,NA,Expressed and centered on the platform, B1,Broken,NA,,
,170,mos,130,i13,41,complete,11.93,8.46,7.84,2.67,1.87,3.2,1.78,NA,#VALUE!,0.1,,Converging,Chert,Oval/triangular (D3),None (plain),None (A1);,None,Hertzian cone present,11-40%,NA,Non-expressed, B2,Axial,NA,,
,171,mos,130,i13,41,complete,11.97,9.77,7.9,2.57,2.03,2.59,0.68,NA,#VALUE!,0.1,,Ovoid,Chert,Narrow linear (D2),None (plain),short hinged removals (A2),Slight,Hertzian cone present,0,NA,Expressed and centered on the platform,"Plunging, no cortex",Plunge,NA,,
,172,mos,130,i13,41,proximal,,,,,1.29,4.81,0.69,NA,#VALUE!,0,,Broken,Chert,Missing,Reduced to an edge,short hinged removals (A2),Slight,Eraillure scar,1,NA,Expressed and centered on the platform,A2,Broken,no,,pot lidded 
,173,mos,130,i13,41,complete,12.25,11.7,7.81,1.53,1.54,2.2,0.73,NA,#VALUE!,0.2,,Paralell,Chalcedony,Punctiform (D1),Cortical,None (A1);,None,Hertzian cone present,0,NA,Expressed and centered on the platform, B1,Feather,no,,
,174,mos,130,i13,41,proximal but nearly complete,18.57,17,16.03,3.58,5.28,13.66,1.75,3.09,74.54834638,3,,Paralell,Agate,Quadrangular or wide trapezoidal (D5),Dihedral,short hinged removals (A2),Slight,Hertzian cone present,0,Unidirectional-parallel A,Expressed and lateralized on the platform, B1,Broken,yes,,
,175,mos,130,i13,41,complete,13.76,13.77,11.68,2.55,2.73,3.55,0.98,NA,#VALUE!,1,,Ovoid,Chert,Narrow linear (D2),None (plain),None (A1);,None,Hertzian cone present,11-40%,NA,Expressed and centered on the platform, B6,Feather,NA,,
,176,mos,130,i13,41,complete,12.86,9.93,7.98,2.62,2.64,8.01,1.5,NA,#VALUE!,0,,Paralell,Chert,Narrow linear (D2),None (plain),None (A1);,None,Hertzian cone absent,0,Unidirectional-parallel A,Expressed and centered on the platform, B1,Axial,no,yes,
,177,mos,130,i13,41,complete,11.68,11.55,5.29,2.19,1.66,2.19,0.7,NA,#VALUE!,0,,Converging,Chalcedony,Crushed,Reduced to an edge,short hinged removals (A2),High,Hertzian cone present,41-60%,UnidirectioNAl-convergent,Expressed and centered on the platform, B6,Feather,no,yes,
,178,mos,130,i13,41,complete,12.42,12.34,5.52,1.75,1.36,1.51,0.58,NA,#VALUE!,0,,Paralell,Chalcedony,Punctiform (D1),Cortical,short hinged removals (A2),Slight,Hertzian cone present,0,Sub-centripetal,Expressed and centered on the platform, B1,Hinge,no,yes,
,179,mos,130,i13,41,complete,15.14,15.14,4.26,2.05,2.58,1.85,0.85,2.01,52.67762076,0,,Paralell,Chalcedony,Crushed,Reduced to an edge,short hinged removals (A2),Slight,crushed,0,UnidirectioNAl-convergent,Non-expressed, B1,Axial,yes,yes,
added during the going back to fill gaps phase,179a,mos,130,i13,41,proximal,13.77,13.78,5.32,5.25,3.14,2.99,3.66,3.39,79.72209984,0,0.41,Paralell,Chert,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),Slight,Sheared bulb,0,Orthogonal/crossed,Non-expressed,Core mainteNAnce flake,Broken,no,yes,
,179b,mos,130,i13,41,complete,15.53,15.64,6.21,3.02,1.45,4.28,0.88,NA,#VALUE!,2,0.38,Paralell,Chalcedony,Oval/triangular (D3),Cortical,short hinged removals (A2),Slight,none,0,Centripetal,Non-expressed, B3,Bipolar ,yes,yes,
,179c,mos,130,i13,41,complete,16.66,16.66,4.8,2.71,3.53,3.04,0.7,NA,#VALUE!,0.4,0.31,Paralell,Chalcedony,Crushed,Reduced to an edge,short hinged removals (A2),Slight,crushed,0,Bidirectional/opposed,Non-expressed, B1,Feather,no,yes,
,179d,mos,130,i13,41,proximal,,,,,1.52,1.55,0.98,NA,#VALUE!,0.3,0.17,Paralell,Chalcedony,Broken / fissured,Absent (broken platform),None (A1);,None,Sheared bulb,0,Bidirectional/opposed,Non-expressed, B1,Bipolar ,yes,yes,
,180,mos,130,i13,42,complete,40.69,37.97,31.06,7.56,8.12,16.04,5.87,4.75,98.95653792,2,,Paralell,Chert,Oval/triangular (D3),None (plain),None (A1);,None,Hertzian cone present,0,Centripetal,Expressed and centered on the platform, B1,Hinge,no,yes,
,181,mos,130,i13,42,proximal but nearly complete,34.31,31.83,22.48,5.97,7.07,13.77,5.28,4.29,93.15561628,1,,Paralell,Chert,Oval/triangular (D3),None (plain),None (A1);,None,Hertzian cone present,0,Bidirectional/opposed,Expressed and centered on the platform, B1,Axial,yes,yes,"bipolar scars on the dorsal, core recycling?"
,182,mos,130,i13,42,proximal,,,,,5.17,10.58,2.86,NA,#VALUE!,0.1,,Paralell,Agate,Broken / fissured,Faceted (bulb negatives are present),short hinged removals (A2),High,Hinged bulb,0,NA,Expressed and centered on the platform, B1,Broken,no,yes,
